序号,招聘信息ID,企业名称,招聘岗位,招聘人数,工作经验,最低工资,最高工资,工作性质,工资结算方式,招聘信息发布时间,招聘信息更新时间,职位关键词,学历要求,企业类型,企业人数规模,企业所在行业,工作地点,工作地点省编码,工作地点市编码,工作地点区编码
965,1482192989353803793,威尔森,数据产品经理,3,5,18000,35000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州天河区,,,
966,1482192989353803792,威尔森,数据产品经理（渠道/经销商）,2,5,20000,40000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州天河区,,,
967,1482192989353803791,云货优选,高级数据分析师,2,3,20000,30000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
968,1482192989353803790,云货优选,高级数据分析师,3,3,20000,30000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
969,1482192989353803789,薇美姿,数据分析专员,3,1,6000,8000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州天河区,,,
970,1482192989353803788,广州无卡数据技术股份有限公司,产品经理,2,1,8000,10000,2,1,,2022-01-15 11:28,数据,2,合资,50-100人,互联网,广州天河区,,,
971,1482192989353803787,广州无卡数据技术股份有限公司,产品经理,2,3,8000,10000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
972,1482192989353803786,广州无卡数据技术股份有限公司,产品经理,3,1,10000,15000,2,1,,2022-01-15 11:28,数据,2,合资,50-100人,互联网,广州天河区,,,
973,1482192989353803785,广州无添加主义化妆品有限公司,数据分析师（电商护肤品+CBD猎德地铁站）,3,1,10000,15000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
974,1482192989353803784,广州无添加主义化妆品有限公司,高级数据分析师/数据分析经理,2,3,20000,35000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
975,1482192989353803783,广州无添加主义化妆品有限公司,数据分析师（电商护肤品+CBD猎德地铁站）,2,1,10000,15000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
976,1482192989353803782,广州无添加主义化妆品有限公司,高级数据分析师/数据分析经理,3,3,20000,35000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
977,1482192989353803781,SHEIN,人力数据分析师,3,3,15000,25000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
978,1482192989353803780,SHEIN,高级数据分析师,2,3,10000,20000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
979,1482192989353803779,SHEIN,人力数据分析师,2,3,15000,25000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
980,1482192989353803778,SHEIN,高级数据分析师,3,3,10000,20000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
981,1482192989353803777,细刻科技,数据治理工程师（跨境电商）,3,3,20000,35000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
982,1482192989353803776,细刻科技,数据分析师,2,3,15000,25000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
983,1482192989349609479,细刻科技,数据分析师 (MJ000889),2,3,15000,20000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州番禺区,,,
984,1482192989349609478,细刻科技,数据分析师,3,3,15000,25000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
985,1482192989349609477,细刻科技,数据分析师 (MJ000889),3,3,15000,20000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州番禺区,,,
986,1482192989349609476,细刻科技,数据产品经理,2,3,20000,40000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
987,1482192989349609475,细刻科技,数据产品经理,2,3,20000,35000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
988,1482192989349609474,广州小迈网络科技有限公司,数据产品高级经理,3,3,25000,50000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
989,1482192989349609473,广州小迈网络科技有限公司,数据产品经理,3,1,10000,20000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
990,1482192989349609472,广州小迈网络科技有限公司,数据产品经理 (MJ000035),2,3,15000,35000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
991,1482192956965388313,广州天鹏计算机科技有限公司,临床数据分析专员,2,1,10000,15000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州天河区,,,
992,1482192956965388312,广州天鹏计算机科技有限公司,数据分析师,3,1,10000,18000,2,1,,2022-01-15 11:28,数据,4,合资,50-100人,互联网,广州,,,
993,1482192956965388311,广州天鹏计算机科技有限公司,生物信息数据分析员,3,1,10000,15000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
994,1482192956965388310,广州天鹏计算机科技有限公司,数据分析师,2,1,10000,18000,2,1,,2022-01-15 11:28,数据,4,合资,50-100人,互联网,广州,,,
995,1482192956965388309,广州天鹏计算机科技有限公司,产品经理（医疗大数据）,2,5,15000,25000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
996,1482192956965388308,天维,数据分析师,3,3,10000,15000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州天河区,,,
997,1482192956965388307,天维,数据分析师,3,3,10000,15000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州天河区,,,
998,1482192956965388306,天维,产品经理（数据类）,2,5,20000,30000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州天河区,,,
999,1482192956965388305,广州图匠数据科技有限公司,数据平台产品经理,2,3,15000,30000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州海珠区,,,
1000,1482192956965388304,广州图匠数据科技有限公司,数据应用产品经理,3,1,15000,30000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州海珠区,,,
1001,1482192956965388303,威尔森,高级数据分析师,3,3,8000,15000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1002,1482192956965388302,威尔森,数据分析师,2,1,5000,10000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1003,1482192956965388301,威尔森,数据分析师（需驻场南沙）,2,0,7000,12000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州南沙区,,,
1004,1482192956965388300,威尔森,高级数据分析师,3,3,8000,15000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1005,1482192956965388299,威尔森,数据分析师,3,1,5000,10000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1006,1482192956965388298,威尔森,数据分析师（需驻场南沙）,2,0,7000,12000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州南沙区,,,
1007,1482192956965388297,威尔森,项目经理（数据类产品）,2,5,15000,25000,2,1,,2022-01-15 11:28,数据,2,合资,50-100人,互联网,广州天河区,,,
1008,1482192956965388296,威尔森,产品经理（数据产品）,3,3,8000,15000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州天河区,,,
1009,1482192956965388295,威尔森,数据产品经理,3,5,18000,35000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州天河区,,,
1010,1482192956965388294,威尔森,数据产品经理（渠道/经销商）,2,5,20000,40000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州天河区,,,
1011,1482192956965388293,云货优选,高级数据分析师,2,3,20000,30000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1012,1482192956965388292,云货优选,高级数据分析师,3,3,20000,30000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1013,1482192956965388291,薇美姿,数据分析专员,3,1,6000,8000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州天河区,,,
1014,1482192956965388290,广州无卡数据技术股份有限公司,产品经理,2,1,8000,10000,2,1,,2022-01-15 11:28,数据,2,合资,50-100人,互联网,广州天河区,,,
1015,1482192956965388289,广州无卡数据技术股份有限公司,产品经理,2,3,8000,10000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1016,1482192956965388288,广州无卡数据技术股份有限公司,产品经理,3,1,10000,15000,2,1,,2022-01-15 11:28,数据,2,合资,50-100人,互联网,广州天河区,,,
1017,1482192956961194001,广州无添加主义化妆品有限公司,数据分析师（电商护肤品+CBD猎德地铁站）,3,1,10000,15000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1018,1482192956961194000,广州无添加主义化妆品有限公司,高级数据分析师/数据分析经理,2,3,20000,35000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1019,1482192956961193999,广州无添加主义化妆品有限公司,数据分析师（电商护肤品+CBD猎德地铁站）,2,1,10000,15000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1020,1482192956961193998,广州无添加主义化妆品有限公司,高级数据分析师/数据分析经理,3,3,20000,35000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1021,1482192956961193997,SHEIN,人力数据分析师,3,3,15000,25000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1022,1482192956961193996,SHEIN,高级数据分析师,2,3,10000,20000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1023,1482192956961193995,SHEIN,人力数据分析师,2,3,15000,25000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1024,1482192956961193994,SHEIN,高级数据分析师,3,3,10000,20000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1025,1482192956961193993,细刻科技,数据治理工程师（跨境电商）,3,3,20000,35000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1026,1482192956961193992,细刻科技,数据分析师,2,3,15000,25000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1027,1482192956961193991,细刻科技,数据分析师 (MJ000889),2,3,15000,20000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州番禺区,,,
1028,1482192956961193990,细刻科技,数据分析师,3,3,15000,25000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
1029,1482192956961193989,细刻科技,数据分析师 (MJ000889),3,3,15000,20000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州番禺区,,,
1030,1482192956961193988,细刻科技,数据产品经理,2,3,20000,40000,2,1,,2022-01-15 11:28,数据,3,合资,50-100人,互联网,广州,,,
